data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,publication_title,publication_authors,citation_event_source,PubCitationStr
Environmental Information Data Centre (EIDC),10.5285/a3ff9411-3a7a-47e1-9b3e-79f21648237d,"Land Cover Map 2021 (1km summary rasters, GB and N. Ireland)","['Marston, C.', 'Rowland, C.S.', 'O’Neil, A.W.', 'Morton, R.D.']",is-part-of,10.5194/essd-2023-78,posted-content,LCM2021 – The UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",CrossRef,"Marston, C. G., OâNeil, A. W., Morton, R. D., Wood, C. M., & Rowland, C. S. (2023). LCM2021 â The UK Land Cover Map 2021. https://doi.org/10.5194/essd-2023-78
"
Environmental Information Data Centre (EIDC),10.5285/a1f85307-cad7-4e32-a445-84410efdfa70,"Land Cover Map 2021 (25m rasterised land parcels, GB)","['Marston, C.', 'Rowland, C.S.', 'O’Neil, A.W.', 'Morton, R.D.']",is-part-of,10.5194/essd-2023-78,posted-content,LCM2021 – The UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",CrossRef,"Marston, C. G., OâNeil, A. W., Morton, R. D., Wood, C. M., & Rowland, C. S. (2023). LCM2021 â The UK Land Cover Map 2021. https://doi.org/10.5194/essd-2023-78
"
Environmental Information Data Centre (EIDC),10.5285/e44ae9bd-fa32-4aab-9524-fbb11d34a20a,"Land Cover Map 2021 (10m classified pixels, N. Ireland)","['Marston, C.', 'Rowland, C.S.', 'O’Neil, A.W.', 'Morton, R.D.']",is-part-of,10.5194/essd-2023-78,posted-content,LCM2021 – The UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",CrossRef,"Marston, C. G., OâNeil, A. W., Morton, R. D., Wood, C. M., & Rowland, C. S. (2023). LCM2021 â The UK Land Cover Map 2021. https://doi.org/10.5194/essd-2023-78
"
Environmental Information Data Centre (EIDC),10.5285/a22baa7c-5809-4a02-87e0-3cf87d4e223a,"Land Cover Map 2021 (10m classified pixels, GB)","['Marston, C.', 'Rowland, C.S.', 'O’Neil, A.W.', 'Morton, R.D.']",is-part-of,10.5194/essd-2023-78,posted-content,LCM2021 – The UK Land Cover Map 2021,"[['Christopher G.', 'Marston'], ['Aneurin W.', ""O'Neil""], ['R. Daniel', 'Morton'], ['Claire M.', 'Wood'], ['Clare S.', 'Rowland']]",CrossRef,"Marston, C. G., OâNeil, A. W., Morton, R. D., Wood, C. M., & Rowland, C. S. (2023). LCM2021 â The UK Land Cover Map 2021. https://doi.org/10.5194/essd-2023-78
"
Environmental Information Data Centre (EIDC),10.5285/a22baa7c-5809-4a02-87e0-3cf87d4e223a,"Land Cover Map 2021 (10m classified pixels, GB)","['Marston, C.', 'Rowland, C.S.', 'O’Neil, A.W.', 'Morton, R.D.']",is-referenced-by,10.3390/rs15030643,MDPI AG,"The Habitat Map of Switzerland: A Remote Sensing, Composite Approach for a High Spatial and Thematic Resolution Product","[['Bronwyn', 'Price'], ['Nica', 'Huber'], ['Anita', 'Nussbaumer'], ['Christian', 'Ginzler']]",DataCite,"Price, B., Huber, N., Nussbaumer, A., & Ginzler, C. (2023). The Habitat Map of Switzerland: A Remote Sensing, Composite Approach for a High Spatial and Thematic Resolution Product. Remote Sensing, 15(3), 643. https://doi.org/10.3390/rs15030643
"
Environmental Information Data Centre (EIDC),10.5285/74e4e6ec-a119-4dc7-8ada-9513252b1b60,"Fluvial and pluvial flood maps for the central highlands of Vietnam and surrounding provinces, 2022","['Hawker, L.', 'Neal, J.', 'Pham, K.N.']",is-part-of,10.5194/nhess-2023-93,posted-content,Assessing the next generation of Global Flood Models in the Central Highlands of Vietnam,"[['Laurence', 'Hawker'], ['Jeffrey', 'Neal'], ['James', 'Savage'], ['Thomas', 'Kirkpatrick'], ['Rachel', 'Lord'], ['Yanos', 'Zylberberg'], ['Andre', 'Groeger'], ['Truong Dang', 'Thuy'], ['Sean', 'Fox'], ['Felix', 'Agyemang'], ['Khanh Pham', 'Nam']]",CrossRef,"Hawker, L., Neal, J., Savage, J., Kirkpatrick, T., Lord, R., Zylberberg, Y., Groeger, A., Thuy, T. D., Fox, S., Agyemang, F., & Nam, K. P. (2023). Assessing the next generation of Global Flood Models in the Central Highlands of Vietnam. https://doi.org/10.5194/nhess-2023-93
"
Environmental Information Data Centre (EIDC),10.5285/FD0CE233-3B4D-4A5E-ABCB-C0A26DD71C95,Headwater stream invertebrate data 1998 [Countryside Survey],"['Furse, M.T.', 'Davy-Bowker, J.', 'Dawson, F.H.', 'Gunn, R.J.M.', 'Blackburn, J.H.', 'Gunn, I.M.', 'Winder, J.M.', 'Scarlett, P.M.', 'Gravelle, M.', 'Kneebone, N.', 'Nesbitt, I.', 'Amarillo, M', 'Brereton, C.', 'Cannan, C.', 'Collett, G.', 'Collier, D.', 'Cooper, G.', 'Dent, M.', 'Fairfax, C.M.', 'Hardie, D.', 'Henville, P.', 'Hilton, C.', 'James, B.', 'Moorhouse, C.', 'Randle, Z.', 'Shirley, C.', 'Small, S.R.', 'Vowles, K.E.', 'Clarke, R.T.', 'Watkins, J.W.']",references,10.1101/2022.07.05.498812,posted-content,Local changes dominate variation in biotic homogenization and differentiation,"[['Shane A.', 'Blowes'], ['Brian', 'McGill'], ['Viviana', 'Brambilla'], ['Cher F. Y.', 'Chow'], ['Thore', 'Engel'], ['Ada', 'Fontrodona-Eslava'], ['Inês S.', 'Martins'], ['Daniel', 'McGlinn'], ['Faye', 'Moyes'], ['Alban', 'Sagouis'], ['Hideyasu', 'Shimadzu'], ['Roel', 'van Klink'], ['Wu-Bing', 'Xu'], ['Nicholas J.', 'Gotelli'], ['Anne', 'Magurran'], ['Maria', 'Dornelas'], ['Jonathan M.', 'Chase']]",CrossRef,"Blowes, S. A., McGill, B., Brambilla, V., Chow, C. F. Y., Engel, T., Fontrodona-Eslava, A., Martins, I. S., McGlinn, D., Moyes, F., Sagouis, A., Shimadzu, H., van Klink, R., Xu, W.-B., Gotelli, N. J., Magurran, A., Dornelas, M., & Chase, J. M. (2022). Local changes dominate variation in biotic homogenization and differentiation. https://doi.org/10.1101/2022.07.05.498812
"
Environmental Information Data Centre (EIDC),10.5285/e911196a-b371-47b1-968c-661eb600d83b,Grid-to-Grid model estimates of monthly mean flow and soil moisture for Great Britain (1960 to 2015): observed driving data [MaRIUS-G2G-MORECS-monthly],"['Bell, V.A.', 'Rudd, A.C.', 'Kay, A.L.', 'Davies, H.N.']",references,10.5194/essd-15-2533-2023,journal-article,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef,"Kay, A. L., Bell, V. A., Davies, H. N., Lane, R. A., & Rudd, A. C. (2023). The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates. Earth System Science Data, 15(6), 2533â2546. https://doi.org/10.5194/essd-15-2533-2023
"
Environmental Information Data Centre (EIDC),10.5285/e911196a-b371-47b1-968c-661eb600d83b,Grid-to-Grid model estimates of monthly mean flow and soil moisture for Great Britain (1960 to 2015): observed driving data [MaRIUS-G2G-MORECS-monthly],"['Bell, V.A.', 'Rudd, A.C.', 'Kay, A.L.', 'Davies, H.N.']",is-referenced-by,10.1016/j.jhydrol.2017.05.018,Elsevier BV,National-scale analysis of simulated hydrological droughts (1891–2015),"[['Alison C.', 'Rudd'], ['Victoria A.', 'Bell'], ['Alison L.', 'Kay']]",DataCite,"Rudd, A. C., Bell, V. A., & Kay, A. L. (2017). National-scale analysis of simulated hydrological droughts (1891â2015). Journal of Hydrology, 550, 368â385. https://doi.org/10.1016/j.jhydrol.2017.05.018
"
Environmental Information Data Centre (EIDC),10.5285/e911196a-b371-47b1-968c-661eb600d83b,Grid-to-Grid model estimates of monthly mean flow and soil moisture for Great Britain (1960 to 2015): observed driving data [MaRIUS-G2G-MORECS-monthly],"['Bell, V.A.', 'Rudd, A.C.', 'Kay, A.L.', 'Davies, H.N.']",is-referenced-by,10.1002/gdj3.55,Wiley,The MaRIUS-G2G datasets: Grid-to-Grid model estimates of flow and soil moisture for Great Britain using observed and climate model driving data,"[['Victoria A.', 'Bell'], ['Alison L.', 'Kay'], ['Alison C.', 'Rudd'], ['Helen N.', 'Davies']]",DataCite,"Bell, V. A., Kay, A. L., Rudd, A. C., & Davies, H. N. (2018). The MaRIUS-G2G datasets: Grid-to-Grid model estimates of flow and soil moisture for Great Britain using observed and climate model driving data. Geoscience Data Journal, 5(2), 63â72. Portico. https://doi.org/10.1002/gdj3.55
"
Environmental Information Data Centre (EIDC),10.5285/9275ab7e-6e93-42bc-8e72-59c98d409deb,Potential evapotranspiration derived from HadUK-Grid 1km gridded climate observations 1969-2021 (Hydro-PE HadUK-Grid),"['Brown, M.J.', 'Robinson, E.L.', 'Kay, A.L.', 'Chapman, R.', 'Bell, V.A.', 'Blyth, E.M.']",references,10.5194/essd-15-2533-2023,journal-article,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef,"Kay, A. L., Bell, V. A., Davies, H. N., Lane, R. A., & Rudd, A. C. (2023). The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates. Earth System Science Data, 15(6), 2533â2546. https://doi.org/10.5194/essd-15-2533-2023
"
Environmental Information Data Centre (EIDC),10.5285/47f053a0-e34f-4534-a843-76f0a0998a2f,"Land Cover Map 2015 (25m raster, N. Ireland)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",references,10.5194/essd-15-2533-2023,journal-article,The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates,"[['Alison L.', 'Kay'], ['Victoria A.', 'Bell'], ['Helen N.', 'Davies'], ['Rosanna A.', 'Lane'], ['Alison C.', 'Rudd']]",CrossRef,"Kay, A. L., Bell, V. A., Davies, H. N., Lane, R. A., & Rudd, A. C. (2023). The UKSCAPE-G2G river flow and soil moisture datasets: Grid-to-Grid model estimates for the UK for historical and potential future climates. Earth System Science Data, 15(6), 2533â2546. https://doi.org/10.5194/essd-15-2533-2023
"
Environmental Information Data Centre (EIDC),10.5285/47f053a0-e34f-4534-a843-76f0a0998a2f,"Land Cover Map 2015 (25m raster, N. Ireland)","['Rowland, C.S.', 'Morton, R.D.', 'Carrasco, L.', 'McShane, G.', ""O'Neil, A.W."", 'Wood, C.M.']",is-referenced-by,10.1016/j.ejrh.2021.100967,Elsevier BV,Grid-based simulation of river flows in Northern Ireland: Model performance and future flow changes,"[['A.L.', 'Kay'], ['H.N.', 'Davies'], ['R.A.', 'Lane'], ['A.C.', 'Rudd'], ['V.A.', 'Bell']]",DataCite,"Kay, A. L., Davies, H. N., Lane, R. A., Rudd, A. C., & Bell, V. A. (2021). Grid-based simulation of river flows in Northern Ireland: Model performance and future flow changes. Journal of Hydrology: Regional Studies, 38, 100967. https://doi.org/10.1016/j.ejrh.2021.100967
"
Polar Data Centre (PDC),10.5285/7D8E401B-2C75-4EE4-A753-C24B7E91E6E9,Atmospheric snow particle flux in the Central Arctic during MOSAiC 2019-20,"['Frey, Markus', 'Wagner, David', 'Kirchgaessner, Amelie', 'Uttal, Taneil', 'Shupe, Matthew']",references,10.1029/2023gl102816,journal-article,"Snow Loss Into Leads in Arctic Sea Ice: Minimal in Typical Wintertime Conditions, but High During a Warm and Windy Snowfall Event","[['David', 'Clemens‐Sewall'], ['Chris', 'Polashenski'], ['Markus M.', 'Frey'], ['Christopher J.', 'Cox'], ['Mats A.', 'Granskog'], ['Amy R.', 'Macfarlane'], ['Steven W.', 'Fons'], ['Julia', 'Schmale'], ['Jennifer K.', 'Hutchings'], ['Luisa', 'von Albedyll'], ['Stefanie', 'Arndt'], ['Martin', 'Schneebeli'], ['Don', 'Perovich']]",CrossRef,"ClemensâSewall, D., Polashenski, C., Frey, M. M., Cox, C. J., Granskog, M. A., Macfarlane, A. R., Fons, S. W., Schmale, J., Hutchings, J. K., von Albedyll, L., Arndt, S., Schneebeli, M., & Perovich, D. (2023). Snow Loss Into Leads in Arctic Sea Ice: Minimal in Typical Wintertime Conditions, but High During a Warm and Windy Snowfall Event. Geophysical Research Letters, 50(12). Portico. https://doi.org/10.1029/2023gl102816
"
Centre for Environmental Data Analysis (CEDA),10.5285/ea3eb0714dc6402b905fe9f7ee50dbbc,ESA Soil Moisture Climate Change Initiative (Soil_Moisture_cci): Version 07.1 data collection,"['Dorigo, W.', 'Preimesberger, W.', 'Moesinger, L.', 'Pasik, A.', 'Scanlon, T.', 'Hahn, S.', 'Van der Schalie, R.', 'Van der Vliet, M.', 'De Jeu, R.', 'Kidd, R.', 'Rodriguez-Fernandez, N.', 'Hirschi, M.']",is-part-of,10.5194/hess-27-2413-2023,journal-article,A global analysis of water storage variations from remotely sensed soil moisture and daily satellite gravimetry,"[['Daniel', 'Blank'], ['Annette', 'Eicker'], ['Laura', 'Jensen'], ['Andreas', 'Güntner']]",CrossRef,"Blank, D., Eicker, A., Jensen, L., & GÃ¼ntner, A. (2023). A global analysis of water storage variations from remotely sensed soil moisture and daily satellite gravimetry. Hydrology and Earth System Sciences, 27(13), 2413â2435. https://doi.org/10.5194/hess-27-2413-2023
"
Centre for Environmental Data Analysis (CEDA),10.5285/ACED40D7CB964F23A0FD3E85772F2D48,"ESA Sea Surface Temperature Climate Change Initiative (SST_cci): Level 4 Analysis Climate Data Record, version 2.0","['Good, S.A.', 'Embury, Owen', 'Bulgin, C.E.', 'Mittaz, J.']",references,10.1175/jcli-d-22-0735.1,journal-article,Sea Surface Cooling by Rainfall Modulates Earth’s Heat Energy Flow,"[['Hamed D.', 'Ibrahim'], ['Yunfang', 'Sun']]",CrossRef,"Ibrahim, H. D., & Sun, Y. (2023). Sea Surface Cooling by Rainfall Modulates Earthâs Heat Energy Flow. Journal of Climate, 36(15), 5125â5141. https://doi.org/10.1175/jcli-d-22-0735.1
"
Environmental Information Data Centre (EIDC),10.5285/d91bd655-ad51-42c1-a8d0-91923246244b,"Annual timings for crop, livestock and fishing livelihoods from communities in the Katakwi District, Uganda, 2020","['Petty, C.', 'Acidri, J.', 'Ngoleka, S.']",references,10.1175/wcas-d-22-0089.1,journal-article,Impact-Based Flood Early Warning for Rural Livelihoods in Uganda,"[['Faith', 'Mitheu'], ['Elisabeth', 'Stephens'], ['Celia', 'Petty'], ['Andrea', 'Ficchì'], ['Elena', 'Tarnavsky'], ['Rosalind', 'Cornforth']]",CrossRef,"Mitheu, F., Stephens, E., Petty, C., FicchÃ¬, A., Tarnavsky, E., & Cornforth, R. (2023). Impact-Based Flood Early Warning for Rural Livelihoods in Uganda. Weather, Climate, and Society, 15(3), 525â539. https://doi.org/10.1175/wcas-d-22-0089.1
"
Polar Data Centre (PDC),10.5285/e7851bba-21ff-4645-b557-d8eafdf89462,Processed bed elevation picks from airborne radar depth sounding from the FISS 2016 survey covering the Filchner and Halley Ice Shelves (2016/2017),"['Corr, Hugh', 'Robinson, Carl', 'Jordan, Tom', 'Nicholls, Keith', 'Brisbourne, Alex']",references,10.5285/faac4156-047d-47ba-9e31-1a4f766bfdf8,Dataset,Info not given,Info not given,CrossRef,"Arenas Pingarron, A., Corr, H., Jordan, T., Robinson, C., Nicholls, K., &amp; Smith, A. (2023). <i>Airborne synthetic aperture radar ice-sounding depth profiles from Recovery Ice Stream 2016/17, and calibration data from Rothera 2016/17 and 2019/20</i> (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/FAAC4156-047D-47BA-9E31-1A4F766BFDF8"
Polar Data Centre (PDC),10.5285/0cb61583-3985-4875-b141-5743e68abe35,"Processed airborne radio-echo sounding data from the FISS 2016 surveys covering the Filchner and Halley Ice Shelves, and the English Coast (western Palmer Land), West Antarctica (2016/2017)","['Corr, Hugh', 'Robinson, Carl', 'Jordan, Tom', 'Nicholls, Keith', 'Brisbourne, Alex']",references,10.5285/faac4156-047d-47ba-9e31-1a4f766bfdf8,Dataset,Info not given,Info not given,CrossRef,"Arenas Pingarron, A., Corr, H., Jordan, T., Robinson, C., Nicholls, K., &amp; Smith, A. (2023). <i>Airborne synthetic aperture radar ice-sounding depth profiles from Recovery Ice Stream 2016/17, and calibration data from Rothera 2016/17 and 2019/20</i> (Version 1.0) [Data set]. NERC EDS UK Polar Data Centre. https://doi.org/10.5285/FAAC4156-047D-47BA-9E31-1A4F766BFDF8"
Environmental Information Data Centre (EIDC),10.5285/dbf13dd5-90cd-457a-a986-f2f9dd97e93c,Gridded estimates of daily and monthly areal rainfall for the United Kingdom (1890-2019) [CEH-GEAR],"['Tanguy, M.', 'Dixon, H.', 'Prosdocimi, I.', 'Morris, D.G.', 'Keller, V.D.J.']",references,10.1029/2022wr033893,journal-article,National‐Scale Detection of Reservoir Impacts Through Hydrological Signatures,"[['S.', 'Salwey'], ['G.', 'Coxon'], ['F.', 'Pianosi'], ['M. B.', 'Singer'], ['C.', 'Hutton']]",CrossRef,"Salwey, S., Coxon, G., Pianosi, F., Singer, M. B., & Hutton, C. (2023). NationalâScale Detection of Reservoir Impacts Through Hydrological Signatures. Water Resources Research, 59(5). Portico. https://doi.org/10.1029/2022wr033893
"
Centre for Environmental Data Analysis (CEDA),10.5285/B2F81914257C4188B181A4D8B0A46BFF,CRU TS4.02: Climatic Research Unit (CRU) Time-Series (TS) version 4.02 of high-resolution gridded data of month-by-month variation in climate (Jan. 1901- Dec. 2017),"['University Of East Anglia Climatic Research Unit (CRU)', 'Harris, Ian C', 'Jones, Philip D.']",references,10.1016/j.agrformet.2023.109543,journal-article,Trees on the tundra: warmer climate might not favor prostrate Larix tree but Betula nana shrub growth in Siberian tundra (Lena River Delta),"[['Agata', 'Buchwal'], ['Grzegorz', 'Rachlewicz'], ['Birgit', 'Heim'], ['Bennet', 'Juhls']]",CrossRef,"Buchwal, A., Rachlewicz, G., Heim, B., & Juhls, B. (2023). Trees on the tundra: warmer climate might not favor prostrate Larix tree but Betula nana shrub growth in Siberian tundra (Lena River Delta). Agricultural and Forest Meteorology, 339, 109543. https://doi.org/10.1016/j.agrformet.2023.109543
"
Environmental Information Data Centre (EIDC),10.5285/2641515f-5b76-445c-a936-1da51bf365ad,Exposure of burrowing mammals to Radon Rn-222 in Northwest England,"['Beresford, N.A.', 'Barnett, C.L.', 'Vives I Batlle, J.', 'Potter, E.D.', 'Ibrahimi, Z-F.', 'Barlow, T.S.', 'Schieb, C.', 'Jones, D.G.', 'Copplestone, D.']",is-cited-by,10.1016/j.scitotenv.2012.05.023,Elsevier BV,Exposure of burrowing mammals to 222Rn,"[['N.A.', 'Beresford'], ['C.L.', 'Barnett'], ['J.', 'Vives i Batlle'], ['E.D.', 'Potter'], ['Z.-F.', 'Ibrahimi'], ['T.S.', 'Barlow'], ['C.', 'Schieb'], ['D.G.', 'Jones'], ['D.', 'Copplestone']]",DataCite,"Beresford, N. A., Barnett, C. L., Vives i Batlle, J., Potter, E. D., Ibrahimi, Z.-F., Barlow, T. S., Schieb, C., Jones, D. G., & Copplestone, D. (2012). Exposure of burrowing mammals to 222Rn. Science of The Total Environment, 431, 252â261. https://doi.org/10.1016/j.scitotenv.2012.05.023
"
Polar Data Centre (PDC),10.5285/6feac38a-5847-46f9-84e4-e7e9d291f935,"Snow accumulation from the Bryan Coast ice core (BC11), Ellsworth Land, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2015gl065750,American Geophysical Union (AGU),Twentieth century increase in snowfall in coastal West Antarctica,"[['E. R.', 'Thomas'], ['J. S.', 'Hosking'], ['R. R.', 'Tuckwell'], ['R. A.', 'Warren'], ['E. C.', 'Ludlow']]",DataCite,"Thomas, E. R., Hosking, J. S., Tuckwell, R. R., Warren, R. A., & Ludlow, E. C. (2015). Twentieth century increase in snowfall in coastal West Antarctica. Geophysical Research Letters, 42(21), 9387â9393. Portico. https://doi.org/10.1002/2015gl065750
"
Environmental Information Data Centre (EIDC),10.5285/db55406b-c9a1-4a9e-88c2-2abbcb4bcad3,Foraging behaviour of Parus major held in temporary captivity,"['Thorogood, R', 'Kokko, H', 'Mappes, J']",is-cited-by,10.17863/cam.20713,Info not given,Info not given,Info not given,DataCite,"Thorogood, R., Kokko, H., &amp; Mappes, J. (2018). Social transmission of avoidance among predators facilitates the spread of novel prey. <i>Springer Science and Business Media LLC</i>. https://doi.org/10.17863/CAM.20713"
Environmental Information Data Centre (EIDC),10.5285/db55406b-c9a1-4a9e-88c2-2abbcb4bcad3,Foraging behaviour of Parus major held in temporary captivity,"['Thorogood, R', 'Kokko, H', 'Mappes, J']",is-referenced-by,10.1038/s41559-017-0418-x,Springer Science and Business Media LLC,Social transmission of avoidance among predators facilitates the spread of novel prey,"[['Rose', 'Thorogood'], ['Hanna', 'Kokko'], ['Johanna', 'Mappes']]",DataCite,"Thorogood, R., Kokko, H., & Mappes, J. (2017). Social transmission of avoidance among predators facilitates the spread of novel prey. Nature Ecology &amp; Evolution, 2(2), 254â261. https://doi.org/10.1038/s41559-017-0418-x
"
Environmental Information Data Centre (EIDC),10.5285/5321bc6e-be35-4ed3-9b56-25598d61ac8f,"Invertebrate activity data from an experiment in Malaysian Borneo, 2014-16 [HMTF]","['Griffiths, H.M.', 'Ashton, L.A.', 'Walker, A.E.', 'Hasan, R.', 'Evans, T.', 'Eggleton, P.', 'Parr, C.L.']",is-cited-by,10.1111/1365-2656.12728,Wiley,Ants are the major agents of resource removal from tropical rainforests,"[['Hannah M.', 'Griffiths'], ['Louise A.', 'Ashton'], ['Alice E.', 'Walker'], ['Fevziye', 'Hasan'], ['Theodore A.', 'Evans'], ['Paul', 'Eggleton'], ['Catherine L.', 'Parr']]",DataCite,"Griffiths, H. M., Ashton, L. A., Walker, A. E., Hasan, F., Evans, T. A., Eggleton, P., & Parr, C. L. (2017). Ants are the major agents of resource removal from tropical rainforests. Journal of Animal Ecology, 87(1), 293â300. Portico. https://doi.org/10.1111/1365-2656.12728
"
Polar Data Centre (PDC),10.5285/1f44795b-e596-433c-b69f-caf674880daa,"Amundsen-Ross sea ice reconstruction based on data from the Ferrigno ice core (F10), Bryan Coast, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2016gl068130,American Geophysical Union (AGU),Ice core reconstruction of sea ice change in the Amundsen‐Ross Seas since 1702 A.D.,"[['Elizabeth R.', 'Thomas'], ['Nerilie J.', 'Abram']]",DataCite,"Thomas, E. R., & Abram, N. J. (2016). Ice core reconstruction of sea ice change in the AmundsenâRoss Seas since 1702 A.D. Geophysical Research Letters, 43(10), 5309â5317. Portico. https://doi.org/10.1002/2016gl068130
"
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009gl040104,American Geophysical Union (AGU),Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula,"[['E. R.', 'Thomas'], ['P. F.', 'Dennis'], ['T. J.', 'Bracegirdle'], ['C.', 'Franzke']]",DataCite,"Thomas, E. R., Dennis, P. F., Bracegirdle, T. J., & Franzke, C. (2009). Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula. Geophysical Research Letters, 36(20). https://doi.org/10.1029/2009gl040104
"
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009jd012263,American Geophysical Union (AGU),Improving ice core interpretation using in situ and reanalysis data,"[['E. R.', 'Thomas'], ['T. J.', 'Bracegirdle']]",DataCite,"Thomas, E. R., & Bracegirdle, T. J. (2009). Improving ice core interpretation using in situ and reanalysis data. Journal of Geophysical Research, 114(D20). https://doi.org/10.1029/2009jd012263
"
Polar Data Centre (PDC),10.5285/bc114581-413a-4c62-adb6-556155901f68,"Snow accumulation from the Gomez ice core (GZ07), South-western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2007gl032529,American Geophysical Union (AGU),A doubling in snow accumulation in the western Antarctic Peninsula since 1850,"[['Elizabeth R.', 'Thomas'], ['Gareth J.', 'Marshall'], ['Joseph R.', 'McConnell']]",DataCite,"Thomas, E. R., Marshall, G. J., & McConnell, J. R. (2008). A doubling in snow accumulation in the western Antarctic Peninsula since 1850. Geophysical Research Letters, 35(1). https://doi.org/10.1029/2007gl032529
"
Polar Data Centre (PDC),10.5285/9ab1541b-e71a-4d75-9907-968d47755e99,"Snow accumulation from the Ferrigno ice core (F10), Bryan Coast, West Antarctica","['Thomas, Elizabeth']",is-cited-by,10.1002/2015gl065750,American Geophysical Union (AGU),Twentieth century increase in snowfall in coastal West Antarctica,"[['E. R.', 'Thomas'], ['J. S.', 'Hosking'], ['R. R.', 'Tuckwell'], ['R. A.', 'Warren'], ['E. C.', 'Ludlow']]",DataCite,"Thomas, E. R., Hosking, J. S., Tuckwell, R. R., Warren, R. A., & Ludlow, E. C. (2015). Twentieth century increase in snowfall in coastal West Antarctica. Geophysical Research Letters, 42(21), 9387â9393. Portico. https://doi.org/10.1002/2015gl065750
"
Polar Data Centre (PDC),10.5285/21a8fca5-8eae-48e4-93c0-bc6b4433e34c,"Stable isotope data and snow accumulation from the Dyer Plateau ice core, drilled 1989-90, Palmer Land, Antarctic Peninsula","['Mulvaney, Robert']",is-cited-by,10.3189/172756494794587438,International Glaciological Society,"Climate since AD 1510 on Dyer Plateau, Antarctic Peninsula: evidence for recent climate change","[['L. G.', 'Thompson'], ['D. A.', 'Peel'], ['E.', 'Mosley-thompson'], ['R.', 'Mulvaney'], ['J.', 'Dal'], ['P. N.', 'Lin'], ['M. E.', 'Davis'], ['C. F.', 'Raymond']]",DataCite,"Thompson, L. G., Peel, D. A., Mosley-thompson, E., Mulvaney, R., Dal, J., Lin, P. N., Davis, M. E., & Raymond, C. F. (1994). Climate since AD 1510 on Dyer Plateau, Antarctic Peninsula: evidence for recent climate change. Annals of Glaciology, 20, 420â426. https://doi.org/10.3189/1994aog20-1-420-426
"
Polar Data Centre (PDC),10.5285/d77dd930-654b-4d09-99bd-8df3b00025a8,"Stable isotope data from the Gomez ice core (GZ07), Bryan Coast, South-Western Antarctic Peninsula","['Thomas, Elizabeth']",is-cited-by,10.1029/2009gl040104,American Geophysical Union (AGU),Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula,"[['E. R.', 'Thomas'], ['P. F.', 'Dennis'], ['T. J.', 'Bracegirdle'], ['C.', 'Franzke']]",DataCite,"Thomas, E. R., Dennis, P. F., Bracegirdle, T. J., & Franzke, C. (2009). Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula. Geophysical Research Letters, 36(20). https://doi.org/10.1029/2009gl040104
"
